skz;name;plz;ort;strasse;tel;mail_vw;url_hp;art;
310016;Bundesgymnasium und Bundesrealgymnasium Hollabrunn;2020;Hollabrunn;Reucklstraße 9;02952/2628-0;bg.hollabrunn@noeschule.at;www.bghollabrunn.ac.at;AHS GYM;
310022;Hauptschule Hadres;2061;Hadres;Nr. 80;02943/2302;hs.hadres@noeschule.at;www.hshadres.ac.at;APS $HS;
310023;Landessonderschule Hollabrunn, Sondererziehungsschule;2020;Hollabrunn;Elsa-Brandström-Straße 1;02952/20825;lss.hollabrunn@noeschule.at;;APS $AS;
310026;Erzbischöfliches Realgymnasium und Aufbaugymnasium Hollabrunn;2020;Hollabrunn;Kirchenplatz 2;02952/4421-0;gym.hollabrunn@noeschule.at;www.ebgymhollabrunn.ac.at;AHS GYM;
310031;Volksschule Hollabrunn, Breitenwaida;2014;Breitenwaida;Quergasse 267 /2;02954/2034;vs.hollabrunn-breitenwaida@noeschule.at;;APS $VS;
310032;Hauptschule Haugsdorf;2054;Haugsdorf;Hauptstraße 1;02944/2205;hs.haugsdorf@noeschule.at;www.hshaugsdorf.ac.at;APS $HS;
310041;Volksschule Hollabrunn, Eggendorf im Thale;2031;Eggendorf im Thale;Nr. 15;02953/8340;vs.eggendorf-thale@noeschule.at;;APS $VS;
310052;Neue Niederösterreichische Mittelschule Hollabrunn;2020;Hollabrunn;Kornhergasse 4;02952/2444;hs.hollabrunn@noeschule.at;www.hshollabrunn.ac.at;APS $HS NMS;
310062;Neue Niederösterreichische Mittelschule Pulkau;3741;Pulkau;Retzer Weg 4;02946/2244;hs.pulkau@noeschule.at;www.hspulkau.ac.at;APS $HS NMS;
310063;Allgemeine Sonderschule Sitzendorf an der Schmida (IFZ Sitzendorf);3714;Sitzendorf an der Schmida;Schulgasse 7;02959/25173;aso.sitzendorf@noeschule.at;;APS $AS;
310072;Hauptschule Ravelsbach;3720;Ravelsbach;Neugasse 3;02958/82488;hs.ravelsbach@noeschule.at;www.hs-ravelsbach.at;APS $HS;
310081;Volksschule Göllersdorf;2013;Göllersdorf;Schulgasse 405;02954/2391;vs.goellersdorf@noeschule.at;www.vsgoellersdorf.ac.at;APS $VS;
310082;Neue Niederösterreichische Mittelschule Retz;2070;Retz;Rupert Rockenbauer-Platz 1;02942/2332;hs.retz@noeschule.at;www.hsretz.ac.at;APS $HS PTS NMS;
310091;Volksschule Grabern;2020;Schöngrabern/Mittergrabern;Nr. 99;02951/2282;vs.grabern@noeschule.at;;APS $VS;
310102;Hauptschule Sitzendorf an der Schmida;3714;Sitzendorf an der Schmida;Hauptplatz 1;02959/2446;hs.sitzendorf@noeschule.at;www.hssitzendorf.ac.at;APS $HS;
310112;Hauptschule Wullersdorf;2041;Wullersdorf;Schulstraße 243;02951/8428;hs.wullersdorf@noeschule.at;www.hswullersdorf.at;APS $HS;
310121;Volksschule Guntersdorf;2042;Guntersdorf;Schüttkastenweg 1;0676/846422477;vs.guntersdorf@noeschule.at;;APS $VS;
310122;Hauptschule Zellerndorf;2051;Zellerndorf;Nr. 269;02945/2500;hs.zellerndorf@noeschule.at;www.hszellerndorf.ac.at;APS $HS;
310131;Volksschule Hadres;2061;Hadres;Nr. 2;02943/2479;vs.hadres@noeschule.at;;APS $VS;
310132;Hauptschule Ziersdorf;3710;Ziersdorf;Hollabrunner Straße 24;02956/2258;hs.ziersdorf@noeschule.at;www.hsz.at;APS $HS;
310141;Volksschule Haugsdorf;2054;Haugsdorf;Auggenthal 156;02944/2257;vs.haugsdorf@noeschule.at;www.vshaugsdorf.ac.at;APS $VS $AS;
310151;Volksschule Hohenwarth - Mühlbach am Manhartsberg;3473;Mühlbach;Nr. 5;02957/433;vs.hohenwarth-muehlbach@noeschule.at;;APS $VS;
310161;Volksschule Hollabrunn, Kirchenplatz;2020;Hollabrunn;Kirchenplatz 4;02952/2759;vs.hollabrunn-kirchenplatz@noeschule.at;www.vshollabrunn-1.ac.at;APS $VS;
310171;Volksschule Hollabrunn, Koliskoplatz;2020;Hollabrunn;Koliskoplatz 7;+43/2952/2646;vs.hollabrunn-koliskoplatz@noeschule.at;www.vs2-hollabrunn.eduhi.at;APS $VS;
310221;Volksschule Maissau;3712;Maissau;Kirchenplatz 5;02958/82282;vs.maissau@noeschule.at;www.vsmaissau.jimdo.com;APS $VS;
310241;Volksschule Nappersdorf - Kammersdorf;2023;Nappersdorf;Nr. 152;02953/2630;vs.nappersdorf-kammersdorf@noeschule.at;;APS $VS;
310261;Volksschule Hardegg;2083;Pleissing;Nr. 84;02948/8450-33;vs.hardegg-pleissing@noeschule.at;;APS $VS;
310271;Volksschule Pulkau;3741;Pulkau;Anton Reich-Straße 5;02946/2246;vs.pulkau@noeschule.at;www.vspulkau.ac.at;APS $VS $AS;
310281;Volksschule Ravelsbach;3720;Ravelsbach;Kremser Straße 7;02958/82401;vs.ravelsbach@noeschule.at;;APS $VS $AS;
310291;Volksschule Retz;2070;Retz;Kirchenstraße 1;02942/20820;vs.retz@noeschule.at;;APS $VS $AS;
310311;Volksschule Seefeld - Kadolz;2062;Seefeld - Großkadolz;Großkadolz 114;02943/2406;vs.seefeld-kadolz@noeschule.at;;APS $VS;
310321;Volksschule Sitzendorf an der Schmida;3714;Sitzendorf an der Schmida;Schulgasse 7;02959/2445;vs.sitzendorf@noeschule.at;www.vssitzendorf.ac.at;APS $VS;
310361;Volksschule Wullersdorf;2041;Wullersdorf;Nr. 256;02951/8423;vs.wullersdorf@noeschule.at;www.vswullersdorf.ac.at;APS $VS $AS;
310371;Volksschule Zellerndorf;2051;Zellerndorf;Nr. 269;02945/2500;vs.zellerndorf@noeschule.at;;APS $VS $AS;
310381;Volksschule Ziersdorf;3710;Ziersdorf;Erlenaugasse 10;02956/2736;vs.ziersdorf@noeschule.at;www.vsziersdorf.ac.at;APS $VS;
310391;Private Volksschule Mailberg;2024;Mailberg;Nr. 17;02943/30070;pvs.mailberg@noeschule.at;;APS $VS;
310418;Bundeshandelsakademie und Bundeshandelsschule Retz;2070;Retz;Rupert Rockenbauer-Platz 2;02942/20420-0;hak.retz@noeschule.at;www.hakretz.ac.at;BBS K$S KMS KHS;
310429;Höhere Bundeslehranstalt für wirtschaftliche Berufe Hollabrunn;2020;Hollabrunn;Mühlgasse 35;02952/2546-0;hlw.hollabrunn@noeschule.at;www.hlwhollabrunn.ac.at;BBS W$S WMS WHS KOLL;
310438;Bundeshandelsakademie und Bundeshandelsschule Hollabrunn;2020;Hollabrunn;Kirchenplatz 2;02952/2223-0;hak.hollabrunn@noeschule.at;www.hakhollabrunn.ac.at;BBS K$S KMS KHS;
310447;Höhere technische Bundeslehranstalt Hollabrunn;2020;Hollabrunn;Anton Ehrenfriedstraße 10;02952/3361-0;htl.hollabrunn@noeschule.at;www.htl-hl.ac.at;BBS T$S TMS THS;
310457;Priv. Höhere technische Lehranstalt für Lebensmitteltechnologie Hollabrunn;2020;Hollabrunn;Anton Ehrenfriedstraße 10;02952/3361-200;htl-lt.hollabrunn@noeschule.at;;BBS T$S TMS THS;
310469;Höhere Bundeslehranstalt für Tourismus Retz;2070;Retz;Seeweg 2;02942/20464;hlt.retz@noeschule.at;www.hltretz.ac.at;BBS W$S WMS WHS TOUR;
310710;Landwirtschaftliche Fachschule Hollabrunn;2020;Hollabrunn;Sonnleitenweg 2;02952/2133;;;BBS LFS;
311011;Volksschule Altenburg;3591;Altenburg;Pflieglerstraße 13;02982/35685;vs.altenburg@noeschule.at;www.vsaltenburg.ac.at;APS $VS;
311012;Neue Niederösterreichische Mittelschule Drosendorf - Zissersdorf;2095;Drosendorf;Hornerstraße 24;02915/2253;hs.drosendorf-zissersdorf@noeschule.at;hsdrosendorf-zissersdorf.ac.at;APS $HS NMS;
311013;Allgemeine Sonderschule Eggenburg;3730;Eggenburg;Mozartstraße 12;02984/2400;aso.eggenburg@noeschule.at;www.asoeggenburg.ac.at;APS $AS SPZ;
311014;Polytechnische Schule Horn;3580;Horn;Ferdinand-Kurz-Gasse 26;02982/30058;pts.horn@noeschule.at;www.ptshorn.ac.at;APS PTS;
311016;Bundesgymnasium, Bundesaufbaugymnasium und Bundesaufbaurealgymnasium Horn;3580;Horn;Puechhaimgasse 21;02982/2347-0;bg.horn@noeschule.at;www.bghorn.ac.at;AHS GYM;
311021;Volksschule Brunn an der Wild;3595;Brunn an der Wild;Schulstraße 2;02989/2210;vs.brunn-wild@noeschule.at;;APS $VS;
311022;Hauptschule Eggenburg;3730;Eggenburg;Mozartstraße 10;02984/2644;hs.eggenburg@noeschule.at;www.hseggenburg.ac.at;APS $HS;
311023;Allgemeine Sonderschule Horn;3580;Horn;Schulgasse 1;02982/2543;aso.horn@noeschule.at;;APS $AS SPZ;
311025;Landesberufsschule Eggenburg;3730;Eggenburg;Siegfried Marcus-Straße 2;02984/2500;office@lbseggenburg.ac.at;www.lbseggenburg.ac.at;BPS BRS;
311032;Neue Niederösterreichische Mittelschule Gars am Kamp;3571;Gars am Kamp;Haanstrasse 450;02985/2224;hs.gars-kamp@noeschule.at;www.shs-gars.at;APS $HS NMS;
311042;Neue Niederösterreichische Mittelschule Horn;3580;Horn;Robert Hamerling-Straße 1;02982/2414;hs.horn@noeschule.at;www.hshorn.at/;APS $HS NMS;
311045;Landesberufsschule Geras;2093;Geras;Am  Goggitschberg 5;02912/591;lbsdirektion@lbsgeras.ac.at;www.lbsgeras.ac.at;BPS BRS;
311051;Volksschule Drosendorf - Zissersdorf;2095;Drosendorf;Horner Straße 24;02915/2300;vs.drosendorf-zissersdorf@noeschule.at;;APS $VS;
311052;Hauptschule Irnfritz - Messern;3754;Irnfritz;Hauptstraße 8;02986/6229;hs.irnfritz@noeschule.at;;APS $HS;
311061;Volksschule Eggenburg;3730;Eggenburg;Mozartstraße 12;02984/3511;vs.eggenburg@noeschule.at;www.vseggenburg.ac.at;APS $VS;
311062;Neue Niederösterreichische Mittelschule Weitersfeld;2084;Weitersfeld;Nr. 154;02948/8240;hs.weitersfeld@noeschule.at;www.hsweitersfeld.ac.at;APS $HS NMS;
311091;Volksschule Gars am Kamp;3571;Gars am Kamp;Spitalgasse 500;02985/2292;vs.gars-kamp@noeschule.at;www.ktv-gars.at/vs-gars;APS $VS;
311101;Volksschule Geras;2093;Geras;Hauptstraße 15;02912/249;vs.geras@noeschule.at;www.vsgeras.ac.at;APS $VS;
311111;Volksschule Horn;3580;Horn;Ferdinand Kurz-Gasse 24;02982/2370;vs.horn@noeschule.at;www.vshorn.ac.at;APS $VS;
311121;Volksschule Irnfritz;3754;Irnfritz;Schulstraße 2;02986/6245;vs.irnfritz@noeschule.at;;APS $VS;
311131;Volksschule Japons;3763;Japons;Nr. 54;02914/6226;vs.japons@noeschule.at;;APS $VS;
311151;Volksschule Langau;2091;Langau bei Geras;Hauptplatz 270;02912/40125;vs.langau@noeschule.at;;APS $VS;
311171;Volksschule Rosenburg - Mold;3573;Rosenburg;Nr. 16;02982/3216;vs.rosenburg-mold@noeschule.at;;APS $VS;
311181;Volksschule Pernegg;3753;Pernegg;Nr. 74;02913/256;vs.pernegg@noeschule.at;www.vspernegg.ac.at;APS $VS;
311191;Volksschule Burgschleinitz - Kühnring, Reinprechtspölla;3713;Reinprechtspölla;Nr. 65;02984/8256;vs.burgschleinitz-kuehnring@noeschule.at;;APS $VS;
311211;Volksschule Röhrenbach;3592;Röhrenbach;Eich Maria 2;02989/8212;vs.roehrenbach@noeschule.at;;APS $VS;
311221;Volksschule Röschitz;3743;Röschitz;Schulgasse 3;02984/2912;vs.roeschitz@noeschule.at;;APS $VS;
311261;Volksschule Sigmundsherberg;3751;Sigmundsherberg;Bruggerstraße 7;02983/2449;vs.sigmundsherberg@noeschule.at;;APS $VS;
311271;Volksschule St. Bernhard - Frauenhofen;3580;Frauenhofen;Nr. 71;02982/38122;vs.stbernhard-frauenhofen@noeschule.at;;APS $VS;
311291;Volksschule Straning - Grafenberg;3722;Straning;Nr. 115;02984/7239;vs.straning-grafenberg@noeschule.at;;APS $VS;
311311;Volksschule Weitersfeld;2084;Weitersfeld;Nr. 268;02948/8452;vs.weitersfeld@noeschule.at;;APS $VS;
311418;Bundeshandelsakademie und Bundeshandelsschule Horn;3580;Horn;Gartengasse 1;02982/2696-0;hak.horn@noeschule.at;www.hakhorn.ac.at;BBS K$S KMS KHS;
311429;Höhere Bundeslehranstalt für wirtschaftliche Berufe Horn;3580;Horn;Gartengasse 1;02982/2235;hlw.horn@noeschule.at;www.hlwhorn.ac.at;BBS W$S WMS WHS;
311439;Schule für Sozialbetreuungsberufe;3580;Horn;Gartengasse 1;02982/2235;fs.horn@noeschule.at;;BBS GES;
311950;Bundesschülerheim Horn;3580;Horn;Wiesengasse 3;02982/2363;bsh.horn@noeschule.at;www.bshhorn.ac.at;$SH;
312011;Volksschule Bisamberg;2102;Bisamberg;Hauptstraße 30;02262/62 080;vs.bisamberg@noeschule.at;;APS $VS;
312012;Neue Niederösterreichische Mittelschule Ernstbrunn;2115;Ernstbrunn;Laaer Straße 1;02576/2252;hs.ernstbrunn@noeschule.at;www.hsernstbrunn.ac.at;APS $HS NMS;
312013;Allgemeine Sonderschule Stockerau;2000;Stockerau;Schießstattgasse 18;02266/62491;aso.stockerau@noeschule.at;www.blackboard.at/schulen/spzstock;APS $AS SPZ;
312014;Polytechnische Schule Stockerau;2000;Stockerau;Judithastraße 3;02266/63942;pts.stockerau@noeschule.at;www.polystockerau.ac.at;APS PTS;
312015;Berufsschule Korneuburg;2100;Korneuburg;Stockerauer Straße 80;02262/64097 (DW 10 od. 12);direktion@lbskorneuburg.ac.at;www.lbskorneuburg.ac.at;BPS BRS;
312016;Bundesgymnasium und Bundesrealgymnasium Stockerau;2000;Stockerau;Unter den Linden 16;02266/62143-0;bg.stockerau@noeschule.at;www.bgstockerau.ac.at;AHS GYM;
312021;Volksschule Enzersfeld;2202;Enzersfeld;Schulgasse 30;02262/67 31 67;vs.enzersfeld@noeschule.at;;APS $VS;
312022;Hauptschule Harmannsdorf - Neue Modellschule;2111;Harmannsdorf;Bahnstraße 1;02264/7314;hs.harmannsdorf@noeschule.at;www.hsharmannsdorf.ac.at;APS $HS;
312023;Allgemeine Sonderschule Korneuburg;2100;Korneuburg;Liese Prokop-Straße 5;02262/72181;aso.korneuburg@noeschule.at;;APS $AS SPZ;
312025;Landesberufsschule Eggenburg - Standort Stockerau;2000;Stockerau;Weg zur Marienhöhe 3;02266/63401;direktion@lbsstockerau-2.ac.at;www.lbseggenburg-stockerau.ac.at;BPS BRS;
312026;Bundesgymnasium und Bundesrealgymnasium;2100;Korneuburg;Liese-Prokop-Straße 1;02262/90400;gym.korneuburg@noeschule.at;;AHS GYM;
312031;Volksschule Ernstbrunn;2115;Ernstbrunn;Laaer Straße 1;02576/2460-30;vs.ernstbrunn@noeschule.at;;APS $VS;
312032;Hauptschule Hausleiten;3464;Hausleiten;Schulgasse 6;02265/7248;hs.hausleiten@noeschule.at;www.hshausleiten.ac.at;APS $HS;
312034;Polytechnische Schule Korneuburg;2100;Korneuburg;Windmühlgasse 1;02262/72982;pts.korneuburg@noeschule.at;www.polykorneuburg.at;APS PTS;
312035;Landesberufsschule Stockerau;2000;Stockerau;Brodschildstraße 20;02266/62158;office@lbsstockerau.ac.at;www.lbsstockerau.ac.at;BPS BRS;
312041;Volksschule Großmugl;2002;Großmugl;Kirchenplatz 135;02268/6648;vs.grossmugl@noeschule.at;;APS $VS;
312042;Neue Niederösterreichische Mittelschule Korneuburg I;2100;Korneuburg;Windmühlgasse 3;02262/74510474;hs.korneuburg-1@noeschule.at;www.mhskorneuburg.ac.at;APS $HS NMS;
312051;Volksschule Großrußbach;2114;Großrußbach;Schlossbergstraße 9;02263/6732;vs.grossrussbach@noeschule.at;http://www.vsgrossrussbach.ac.at/;APS $VS;
312052;Neue Niederösterreichische Mittelschule Korneuburg-Sport-und Kreative Modellschule II;2100;Korneuburg;Windmühlgasse 1-3;02262/74510-475;hs.korneuburg-2@noeschule.at;www.hskorneuburg-2.ac.at;APS $HS NMS;
312061;Volksschule Hagenbrunn;2102;Hagenbrunn;Salzstraße 12;02262/67 27 71;vs.hagenbrunn@noeschule.at;www.vshagenbrunn.ac.at;APS $VS;
312062;Neue Niederösterreichische Mittelschule Langenzersdorf;2103;Langenzersdorf;Klosterneuburger Straße 12;02244/2312-10;hs.langenzersdorf@noeschule.at;www.hs.langenzersdorf.ac.at;APS $HS NMS;
312071;Volksschule Harmannsdorf;2111;Harmannsdorf;Bahnstraße 1;02264/6424;vs.harmannsdorf@noeschule.at;www.asn-noe.ac.at/schulen/vsharmannsdorf/;APS $VS;
312072;Neue Niederösterreichische Mittelschule Stockerau - Ost;2000;Stockerau;Schulweg 1;02266/62228-11;hs.stockerau-ost@noeschule.at;www.infhs-stockerau.ac.at;APS $HS NMS;
312081;Volksschule Hausleiten;3464;Hausleiten;Schulgasse 2;02265/7402-11;vs.hausleiten@noeschule.at;www.vshausleiten.ac.at;APS $VS;
312082;Neue Niederösterreichische Mittelschule Stockerau - West;2000;Stockerau;Judithastraße 1;02266/62248-17;hs.stockerau-west@noeschule.at;www.hsstockerau-west.ac.at;APS $HS NMS;
312091;Volksschule I Korneuburg;2100;Korneuburg;Bankmannring 21;02262/74511-472;vs.korneuburg-1@noeschule.at;www.asn-noe.ac.at/schulen/vskorneuburg-1/;APS $VS;
312101;Volksschule II Korneuburg;2100;Korneuburg;Bankmannring 21;02262/74511-473;vs.korneuburg-2@noeschule.at;www.vskorneuburg-2.ac.at;APS $VS;
312111;Volksschule Langenzersdorf;2103;Langenzersdorf;Steyrer Gasse 22;02244/2334;vs.langenzersdorf@noeschule.at;;APS $VS;
312121;Volksschule Leitzersdorf;2003;Leitzersdorf;Ernstbrunner Straße 15;02266/63 488;vs.leitzersdorf@noeschule.at;;APS $VS;
312131;Volksschule Leobendorf;2100;Leobendorf;Nussallee 2a;02262/66 131;vs.leobendorf@noeschule.at;;APS $VS;
312141;Volksschule Niederhollabrunn;2004;Bruderndorf;Schulplatz 1;02269/2556;vs.niederhollabrunn@noeschule.at;;APS $VS;
312181;Volksschule Rußbach;3702;Niederrußbach;Schulgasse 7;02955/70432;vs.niederrussbach@noeschule.at;www.vs-russbach.at;APS $VS;
312191;Volksschule Sierndorf;2011;Sierndorf;Schulstraße 5;02267/2539;vs.sierndorf@noeschule.at;www.sierndorf.at/volksschule;APS $VS;
312201;Volksschule Spillern;2104;Spillern;Kirchenplatz 2;02266/80200;vs.spillern@noeschule.at;;APS $VS;
312221;Volksschule Stetten;2100;Stetten;Schulgasse 2;02262/672113/20 oder 21;vs.stetten@noeschule.at;;APS $VS;
312231;Volksschule Stockerau - Josef Wondrak;2000;Stockerau;Schulweg 4;02266/62020;vs.stockerau-wondrak@noeschule.at;;APS $VS;
312241;Volksschule Stockerau - West;2000;Stockerau;Schulweg 3;02266/62035-12;vs.stockerau-west@noeschule.at;www.vswest.at;APS $VS;
312261;"Private Volksschule ""Schule für ganzheitliches Lernen"" des Vereins für lebendiges und ganzheitliches Lernen, Korneuburg";2100;Korneuburg;Dammstraße 9;02262/71908;pvs.korneuburg@noeschule.at;www.schulele.at;APS $VS STS;
312418;SDV-Informatik-Schule;2100;Korneuburg;Johann Pamer Straße 4;02262/72545;dv.korneuburg@noeschule.at;;BBS K$S KMS;
312419;Fachschule für Sozialberufe der Missionsschwestern, Stockerau;2000;Stockerau;Horner Straße 56;02266/64586;fs.stockerau@noeschule.at;www.fsstockerau.ac.at;BBS W$S SOZ;
312438;Bundeshandelsakademie und Bundeshandelsschule Korneuburg;2100;Korneuburg;Bankmannring 1;02262/72150-0;hak.korneuburg@noeschule.at;www.hak-korneuburg.at;BBS K$S KMS KHS;
312448;Bundeshandelsschule Stockerau;2000;Stockerau;Schulgasse 4;02266/62025;has.stockerau@noeschule.at;www.hasstockerau.ac.at;BBS K$S KMS;
312910;Krankenpflegeschule am A.Ö. Krankenhaus Stockerau und Korneuburg;2000;Stockerau;Landstraße 18;02266/609-820;krpfl.stockerau@noeschule.at;;BBS W$S WMS GES;
313011;Volksschule Aggsbach;3641;Aggsbach Markt;Nr. 12;02712/512;vs.aggsbach-markt@noeschule.at;;APS $VS;
313012;Hauptschule Albrechtsberg an der Großen Krems;3613;Els;Nr. 54;02876/372;hs.albrechtsberg@noeschule.at;www.hs-albrechtsberg.at;APS $HS;
313015;Landesberufsschule Langenlois;3550;Langenlois;Walterstraße 35;02734/2502;direktion@lbslangenlois.ac.at;www.lbslangenlois.ac.at;BPS BRS;
313021;Volksschule Albrechtsberg an der Großen Krems;3613;Albrechtsberg an der Großen Krems;Nr. 62;02876/317;vs.albrechtsberg@noeschule.at;;APS $VS;
313023;Allgemeine Sonderschule Langenlois;3550;Langenlois;Auböckallee 12;02734/3770;aso.langenlois@noeschule.at;www.spz-langenlois.at;APS $AS SPZ;
313032;Neue Niederösterreichische Mittelschule Grafenegg;3492;Etsdorf am Kamp;Hauptstraße 29;02735/5454;hs.grafenegg@noeschule.at;www.hs-grafenegg.at;APS $HS PTS NMS;
313041;Volksschule Gedersdorf;3494;Brunn im Felde;Schulsiedlung 1;+43 2735 8870;vs.gedersdorf@noeschule.at;www.vsgedersdorf.at;APS $VS;
313042;Hauptschule Furth bei Göttweig;3511;Furth bei Göttweig;Linke Bachzeile 246;02732/8464 0;hs.furth-goettweig@noeschule.at;www.furth.at/hs;APS $HS;
313052;Hauptschule Gföhl;3542;Gföhl;Jaidhofer Gasse 18;+4366473454405 bzw 02716/8639;hs.gfoehl@noeschule.at;www.hsgfoehl.ac.at/;APS $HS PTS;
313062;Neue Niederösterreichische Mittelschule Langenlois;3550;Langenlois;Kaserngasse 2;02734/7016;hs.langenlois@noeschule.at;www.hslangenlois.at;APS $HS PTS NMS;
313071;Volksschule Droß;3552;Droß;Kirchenplatz 82;02719/2282;vs.dross@noeschule.at;;APS $VS;
313072;Hauptschule Mautern an der Donau;3512;Mautern an der Donau;Melker Straße 24;02732/84911;hs.mautern@noeschule.at;www.hsmautern.at;APS $HS;
313081;Volksschule Dürnstein;3601;Dürnstein;Nr. 1;02711/202;vs.duernstein@noeschule.at;;APS $VS;
313082;Neue Niederösterreichische Mittelschule Rastenfeld;3532;Rastenfeld;Nr. 88;02826/285;hs.rastenfeld@noeschule.at;school4you.schulweb.at/3532/rastenfeld;APS $HS NMS;
313092;Hauptschule Spitz an der Donau;3620;Spitz an der Donau;Rote Torgasse 3;02713/2355;hs.spitz@noeschule.at;www.rhswachau.at;APS $HS;
313131;Volksschule Grafenegg, Etsdorf;3492;Etsdorf am Kamp;Hauptstraße 31;02735/2592;vs.etsdorf@noeschule.at;;APS $VS;
313161;Volksschule Furth bei Göttweig;3511;Furth bei Göttweig;Kirchengasse 51;02732/84606;vs.furth-goettweig@noeschule.at;www.vsfurth.ac.at/;APS $VS $AS;
313181;Volksschule Gföhl;3542;Gföhl;Ernest Thum-Straße 4;02716/6388;vs.gfoehl@noeschule.at;http://vsgfoehl.ac.at/;APS $VS $AS;
313221;Volksschule Hadersdorf - Kammern;3493;Hadersdorf am Kamp;Landsknechtplatz 2;02735/5749-20;vs.hadersdorf-kammern@noeschule.at;;APS $VS;
313231;Volksschule Grafenegg, Haitzendorf;3485;Grafenegg;Haitzendorf, Kirchenplatz 11;02735/5214;vs.haitzendorf@noeschule.at;;APS $VS $AS;
313261;Volksschule Krumau am Kamp;3543;Krumau am Kamp;Nr. 38;02731/8201;vs.krumau-kamp@noeschule.at;;APS $VS;
313281;Volksschule Langenlois;3550;Langenlois;Auböckallee 12;02734/2308;vs.langenlois@noeschule.at;vs-langenlois.schulweb.at;APS $VS;
313291;Volksschule Lengenfeld;3552;Lengenfeld;Kremser Straße 13;02719/2429;vs.lengenfeld@noeschule.at;;APS $VS;
313301;Volksschule Lichtenau im Waldviertel;3522;Lichtenau;Nr. 64;02718/331;vs.lichtenau@noeschule.at;www.vs-lichtenau.schulweb.at;APS $VS;
313321;Volksschule Maria Laach am Jauerling;3643;Maria Laach am Jauerling;Nr. 70;02712/82430;vs.maria-laach@noeschule.at;;APS $VS;
313331;Volksschule Mautern an der Donau;3512;Mautern an der Donau;Melker Straße 10;02732/83497;vs.mautern@noeschule.at;www.mautern.at;APS $VS;
313361;Volksschule Mühldorf;3622;Mühldorf;Niederranna 14;02713/8224;vs.muehldorf@noeschule.at;;APS $VS;
313391;Volksschule Paudorf;3508;Paudorf;Kremserstraße 63;02736/7247;vs.paudorf@noeschule.at;vspaudorf.ac.at;APS $VS;
313419;Fachschule für wirtschaftliche Berufe der Schulschwestern, Langenlois;3550;Langenlois;Anton-Zöhrer-Straße 3;02734/2368;fs.langenlois@noeschule.at;www.fssblangenlois.ac.at;BBS W$S WMS;
313421;Volksschule Rastenfeld;3532;Rastenfeld;Nr. 88;02826/305;vs.rastenfeld@noeschule.at;http://vsr.heim.at;APS $VS;
313431;Volksschule Rohrendorf bei Krems;3495;Rohrendorf bei Krems;Obere Hauptstraße  21;02732/84490/14;vs.rohrendorf@noeschule.at;;APS $VS;
313437;Werkmeisterschule für Berufstätige des WIFI der Kammer der gewerblichen Wirtschaft für NÖ, Langenlois;3550;Langenlois;Schloss Haindorf, Krumpöckallee 21;;wms.langenlois@noeschule.at;;BBS T$S TWS;
313441;Volksschule Rossatz - Arnsdorf;3621;Mitterarnsdorf;Hofarnsdorf 2;02714/8278;vs.rossatz-arnsdorf@noeschule.at;;APS $VS;
313451;Volksschule Weinzierl am Walde, St. Johann;3611;Großheinrichschlag;St. Johann 2;02876/88111;vs.stjohann@noeschule.at;vsweinzierl.schulweb.at;APS $VS;
